iter	MAPE
1498	0.5407068987
1499	0.5407068987
1500	0.5407068987
1501	0.5407068987
1502	0.5407068987
1503	0.5407068987
1504	0.5407068987
1505	0.5407068987
1506	0.5407068987
1507	0.5407068987
1508	0.5407068987
1509	0.5407068987
1510	0.5407068987
1511	0.5407068987
1512	0.5407068987
1513	0.5407068987
1514	0.5407068987
1515	0.5407068987
1516	0.5407068987
1517	0.5407068987
1518	0.5407068987
1519	0.5407068987
1520	0.5407068987
1521	0.5407068987
1522	0.5407068987
1523	0.5407068987
1524	0.5407068987
1525	0.5407068987
1526	0.5407068987
1527	0.5407068987
1528	0.5407068987
1529	0.5407068987
1530	0.5407068987
1531	0.5407068987
1532	0.5407068987
1533	0.5407068987
1534	0.5407068987
1535	0.5407068987
1536	0.5407068987
1537	0.5407068987
1538	0.5407068987
1539	0.5407068987
1540	0.5407068987
1541	0.5407068987
1542	0.5407068987
1543	0.5407068987
1544	0.5407068987
1545	0.5407068987
1546	0.5407068987
1547	0.5407068987
1548	0.5407068987
1549	0.5407068987
1550	0.5407068987
1551	0.5407068987
1552	0.5407068987
1553	0.5407068987
1554	0.5407068987
1555	0.5407068987
1556	0.5407068987
1557	0.5407068987
1558	0.5407068987
1559	0.5407068987
1560	0.5407068987
1561	0.5407068987
1562	0.5407068987
1563	0.5407068987
1564	0.5407068987
1565	0.5407068987
1566	0.5407068987
1567	0.5407068987
1568	0.5407068987
1569	0.5407068987
1570	0.5407068987
1571	0.5407068987
1572	0.5407068987
1573	0.5407068987
1574	0.5407068987
1575	0.5407068987
1576	0.5407068987
1577	0.5407068987
1578	0.5407068987
1579	0.5407068987
1580	0.5407068987
1581	0.5407068987
1582	0.5407068987
1583	0.5407068987
1584	0.5407068987
1585	0.5407068987
1586	0.5407068987
1587	0.5407068987
1588	0.5407068987
1589	0.5407068987
1590	0.5407068987
1591	0.5407068987
1592	0.5407068987
1593	0.5407068987
1594	0.5407068987
1595	0.5407068987
1596	0.5407068987
1597	0.5407068987
1598	0.5407068987
1599	0.5407068987
1600	0.5407068987
1601	0.5407068987
1602	0.5407068987
1603	0.5407068987
1604	0.5407068987
1605	0.5407068987
1606	0.5407068987
1607	0.5407068987
1608	0.5407068987
1609	0.5407068987
1610	0.5407068987
1611	0.5407068987
1612	0.5407068987
1613	0.5407068987
1614	0.5407068987
1615	0.5407068987
1616	0.5407068987
1617	0.5407068987
1618	0.5407068987
1619	0.5407068987
1620	0.5407068987
1621	0.5407068987
1622	0.5407068987
1623	0.5407068987
1624	0.5407068987
1625	0.5407068987
1626	0.5407068987
1627	0.5407068987
1628	0.5407068987
1629	0.5407068987
1630	0.5407068987
1631	0.5407068987
1632	0.5407068987
1633	0.5407068987
1634	0.5407068987
1635	0.5407068987
1636	0.5407068987
1637	0.5407068987
1638	0.5407068987
1639	0.5407068987
1640	0.5407068987
1641	0.5407068987
1642	0.5407068987
1643	0.5407068987
1644	0.5407068987
1645	0.5407068987
1646	0.5407068987
1647	0.5407068987
1648	0.5407068987
1649	0.5407068987
1650	0.5407068987
1651	0.5407068987
1652	0.5407068987
1653	0.5407068987
1654	0.5407068987
1655	0.5407068987
1656	0.5407068987
1657	0.5407068987
1658	0.5407068987
1659	0.5407068987
1660	0.5407068987
1661	0.5407068987
1662	0.5407068987
1663	0.5407068987
1664	0.5407068987
1665	0.5407068987
1666	0.5407068987
1667	0.5407068987
1668	0.5407068987
1669	0.5407068987
1670	0.5407068987
1671	0.5407068987
1672	0.5407068987
1673	0.5407068987
1674	0.5407068987
1675	0.5407068987
1676	0.5407068987
1677	0.5407068987
1678	0.5407068987
1679	0.5407068987
1680	0.5407068987
1681	0.5407068987
1682	0.5407068987
1683	0.5407068987
1684	0.5407068987
1685	0.5407068987
1686	0.5407068987
1687	0.5407068987
1688	0.5407068987
1689	0.5407068987
1690	0.5407068987
1691	0.5407068987
1692	0.5407068987
1693	0.5407068987
1694	0.5407068987
1695	0.5407068987
1696	0.5407068987
1697	0.5407068987
1698	0.5407068987
1699	0.5407068987
1700	0.5407068987
1701	0.5407068987
1702	0.5407068987
1703	0.5407068987
1704	0.5407068987
1705	0.5407068987
1706	0.5407068987
1707	0.5407068987
1708	0.5407068987
1709	0.5407068987
1710	0.5407068987
1711	0.5407068987
1712	0.5407068987
1713	0.5407068987
1714	0.5407068987
1715	0.5407068987
1716	0.5407068987
1717	0.5407068987
1718	0.5407068987
1719	0.5407068987
1720	0.5407068987
1721	0.5407068987
1722	0.5407068987
1723	0.5407068987
1724	0.5407068987
1725	0.5407068987
1726	0.5407068987
1727	0.5407068987
1728	0.5407068987
1729	0.5407068987
1730	0.5407068987
1731	0.5407068987
1732	0.5407068987
1733	0.5407068987
1734	0.5407068987
1735	0.5407068987
1736	0.5407068987
1737	0.5407068987
1738	0.5407068987
1739	0.5407068987
1740	0.5407068987
1741	0.5407068987
1742	0.5407068987
1743	0.5407068987
1744	0.5407068987
1745	0.5407068987
1746	0.5407068987
1747	0.5407068987
1748	0.5407068987
1749	0.5407068987
1750	0.5407068987
1751	0.5407068987
1752	0.5407068987
1753	0.5407068987
1754	0.5407068987
1755	0.5407068987
1756	0.5407068987
1757	0.5407068987
1758	0.5407068987
1759	0.5407068987
1760	0.5407068987
1761	0.5407068987
1762	0.5407068987
1763	0.5407068987
1764	0.5407068987
1765	0.5407068987
1766	0.5407068987
1767	0.5407068987
1768	0.5407068987
1769	0.5407068987
1770	0.5407068987
1771	0.5407068987
1772	0.5407068987
1773	0.5407068987
1774	0.5407068987
1775	0.5407068987
1776	0.5407068987
1777	0.5407068987
1778	0.5407068987
1779	0.5407068987
1780	0.5407068987
1781	0.5407068987
1782	0.5407068987
1783	0.5407068987
1784	0.5407068987
1785	0.5407068987
1786	0.5407068987
1787	0.5407068987
1788	0.5407068987
1789	0.5407068987
1790	0.5407068987
1791	0.5407068987
1792	0.5407068987
1793	0.5407068987
1794	0.5407068987
1795	0.5407068987
1796	0.5407068987
1797	0.5407068987
1798	0.5407068987
1799	0.5407068987
1800	0.5407068987
1801	0.5407068987
1802	0.5407068987
1803	0.5407068987
1804	0.5407068987
1805	0.5407068987
1806	0.5407068987
1807	0.5407068987
1808	0.5407068987
1809	0.5407068987
1810	0.5407068987
1811	0.5407068987
1812	0.5407068987
1813	0.5407068987
1814	0.5407068987
1815	0.5407068987
1816	0.5407068987
1817	0.5407068987
1818	0.5407068987
1819	0.5407068987
1820	0.5407068987
1821	0.5407068987
1822	0.5407068987
1823	0.5407068987
1824	0.5407068987
1825	0.5407068987
1826	0.5407068987
1827	0.5407068987
1828	0.5407068987
1829	0.5407068987
1830	0.5407068987
1831	0.5407068987
1832	0.5407068987
1833	0.5407068987
1834	0.5407068987
1835	0.5407068987
1836	0.5407068987
1837	0.5407068987
1838	0.5407068987
1839	0.5407068987
1840	0.5407068987
1841	0.5407068987
1842	0.5407068987
1843	0.5407068987
1844	0.5407068987
1845	0.5407068987
1846	0.5407068987
1847	0.5407068987
1848	0.5407068987
1849	0.5407068987
1850	0.5407068987
1851	0.5407068987
1852	0.5407068987
1853	0.5407068987
1854	0.5407068987
1855	0.5407068987
1856	0.5407068987
1857	0.5407068987
1858	0.5407068987
1859	0.5407068987
1860	0.5407068987
1861	0.5407068987
1862	0.5407068987
1863	0.5407068987
1864	0.5407068987
1865	0.5407068987
1866	0.5407068987
1867	0.5407068987
1868	0.5407068987
1869	0.5407068987
1870	0.5407068987
1871	0.5407068987
1872	0.5407068987
1873	0.5407068987
1874	0.5407068987
1875	0.5407068987
1876	0.5407068987
1877	0.5407068987
1878	0.5407068987
1879	0.5407068987
1880	0.5407068987
1881	0.5407068987
1882	0.5407068987
1883	0.5407068987
1884	0.5407068987
1885	0.5407068987
1886	0.5407068987
1887	0.5407068987
1888	0.5407068987
1889	0.5407068987
1890	0.5407068987
1891	0.5407068987
1892	0.5407068987
1893	0.5407068987
1894	0.5407068987
1895	0.5407068987
1896	0.5407068987
1897	0.5407068987
1898	0.5407068987
1899	0.5407068987
1900	0.5407068987
1901	0.5407068987
1902	0.5407068987
1903	0.5407068987
1904	0.5407068987
1905	0.5407068987
1906	0.5407068987
1907	0.5407068987
1908	0.5407068987
1909	0.5407068987
1910	0.5407068987
1911	0.5407068987
1912	0.5407068987
1913	0.5407068987
1914	0.5407068987
1915	0.5407068987
1916	0.5407068987
1917	0.5407068987
1918	0.5407068987
1919	0.5407068987
1920	0.5407068987
1921	0.5407068987
1922	0.5407068987
1923	0.5407068987
1924	0.5407068987
1925	0.5407068987
1926	0.5407068987
1927	0.5407068987
1928	0.5407068987
1929	0.5407068987
1930	0.5407068987
1931	0.5407068987
1932	0.5407068987
1933	0.5407068987
1934	0.5407068987
1935	0.5407068987
1936	0.5407068987
1937	0.5407068987
1938	0.5407068987
1939	0.5407068987
1940	0.5407068987
1941	0.5407068987
1942	0.5407068987
1943	0.5407068987
1944	0.5407068987
1945	0.5407068987
1946	0.5407068987
1947	0.5407068987
1948	0.5407068987
1949	0.5407068987
1950	0.5407068987
1951	0.5407068987
1952	0.5407068987
1953	0.5407068987
1954	0.5407068987
1955	0.5407068987
1956	0.5407068987
1957	0.5407068987
1958	0.5407068987
1959	0.5407068987
1960	0.5407068987
1961	0.5407068987
1962	0.5407068987
1963	0.5407068987
1964	0.5407068987
1965	0.5407068987
1966	0.5407068987
1967	0.5407068987
1968	0.5407068987
1969	0.5407068987
1970	0.5407068987
1971	0.5407068987
1972	0.5407068987
1973	0.5407068987
1974	0.5407068987
1975	0.5407068987
1976	0.5407068987
1977	0.5407068987
1978	0.5407068987
1979	0.5407068987
1980	0.5407068987
1981	0.5407068987
1982	0.5407068987
1983	0.5407068987
1984	0.5407068987
1985	0.5407068987
1986	0.5407068987
1987	0.5407068987
1988	0.5407068987
1989	0.5407068987
1990	0.5407068987
1991	0.5407068987
1992	0.5407068987
1993	0.5407068987
1994	0.5407068987
1995	0.5407068987
1996	0.5407068987
1997	0.5407068987
1998	0.5407068987
1999	0.5407068987
