iter	MAPE
239	0.5407068987
240	0.5407068987
241	0.5407068987
242	0.5407068987
243	0.5407068987
244	0.5407068987
245	0.5407068987
246	0.5407068987
247	0.5407068987
248	0.5407068987
249	0.5407068987
250	0.5407068987
251	0.5407068987
252	0.5407068987
253	0.5407068987
254	0.5407068987
255	0.5407068987
256	0.5407068987
257	0.5407068987
258	0.5407068987
259	0.5407068987
260	0.5407068987
261	0.5407068987
262	0.5407068987
263	0.5407068987
264	0.5407068987
265	0.5407068987
266	0.5407068987
267	0.5407068987
268	0.5407068987
269	0.5407068987
270	0.5407068987
271	0.5407068987
272	0.5407068987
273	0.5407068987
274	0.5407068987
275	0.5407068987
276	0.5407068987
277	0.5407068987
278	0.5407068987
279	0.5407068987
280	0.5407068987
281	0.5407068987
282	0.5407068987
283	0.5407068987
284	0.5407068987
285	0.5407068987
286	0.5407068987
287	0.5407068987
288	0.5407068987
289	0.5407068987
290	0.5407068987
291	0.5407068987
292	0.5407068987
293	0.5407068987
294	0.5407068987
295	0.5407068987
296	0.5407068987
297	0.5407068987
298	0.5407068987
299	0.5407068987
300	0.5407068987
301	0.5407068987
302	0.5407068987
303	0.5407068987
304	0.5407068987
305	0.5407068987
306	0.5407068987
307	0.5407068987
308	0.5407068987
309	0.5407068987
310	0.5407068987
311	0.5407068987
312	0.5407068987
313	0.5407068987
314	0.5407068987
315	0.5407068987
316	0.5407068987
317	0.5407068987
318	0.5407068987
319	0.5407068987
320	0.5407068987
321	0.5407068987
322	0.5407068987
323	0.5407068987
324	0.5407068987
325	0.5407068987
326	0.5407068987
327	0.5407068987
328	0.5407068987
329	0.5407068987
330	0.5407068987
331	0.5407068987
332	0.5407068987
333	0.5407068987
334	0.5407068987
335	0.5407068987
336	0.5407068987
337	0.5407068987
338	0.5407068987
339	0.5407068987
340	0.5407068987
341	0.5407068987
342	0.5407068987
343	0.5407068987
344	0.5407068987
345	0.5407068987
346	0.5407068987
347	0.5407068987
348	0.5407068987
349	0.5407068987
350	0.5407068987
351	0.5407068987
352	0.5407068987
353	0.5407068987
354	0.5407068987
355	0.5407068987
356	0.5407068987
357	0.5407068987
358	0.5407068987
359	0.5407068987
360	0.5407068987
361	0.5407068987
362	0.5407068987
363	0.5407068987
364	0.5407068987
365	0.5407068987
366	0.5407068987
367	0.5407068987
368	0.5407068987
369	0.5407068987
370	0.5407068987
371	0.5407068987
372	0.5407068987
373	0.5407068987
374	0.5407068987
375	0.5407068987
376	0.5407068987
377	0.5407068987
378	0.5407068987
379	0.5407068987
380	0.5407068987
381	0.5407068987
382	0.5407068987
383	0.5407068987
384	0.5407068987
385	0.5407068987
386	0.5407068987
387	0.5407068987
388	0.5407068987
389	0.5407068987
390	0.5407068987
391	0.5407068987
392	0.5407068987
393	0.5407068987
394	0.5407068987
395	0.5407068987
396	0.5407068987
397	0.5407068987
398	0.5407068987
399	0.5407068987
400	0.5407068987
401	0.5407068987
402	0.5407068987
403	0.5407068987
404	0.5407068987
405	0.5407068987
406	0.5407068987
407	0.5407068987
408	0.5407068987
409	0.5407068987
410	0.5407068987
411	0.5407068987
412	0.5407068987
413	0.5407068987
414	0.5407068987
415	0.5407068987
416	0.5407068987
417	0.5407068987
418	0.5407068987
419	0.5407068987
420	0.5407068987
421	0.5407068987
422	0.5407068987
423	0.5407068987
424	0.5407068987
425	0.5407068987
426	0.5407068987
427	0.5407068987
428	0.5407068987
429	0.5407068987
430	0.5407068987
431	0.5407068987
432	0.5407068987
433	0.5407068987
434	0.5407068987
435	0.5407068987
436	0.5407068987
437	0.5407068987
438	0.5407068987
439	0.5407068987
440	0.5407068987
441	0.5407068987
442	0.5407068987
443	0.5407068987
444	0.5407068987
445	0.5407068987
446	0.5407068987
447	0.5407068987
448	0.5407068987
449	0.5407068987
450	0.5407068987
451	0.5407068987
452	0.5407068987
453	0.5407068987
454	0.5407068987
455	0.5407068987
456	0.5407068987
457	0.5407068987
458	0.5407068987
459	0.5407068987
460	0.5407068987
461	0.5407068987
462	0.5407068987
463	0.5407068987
464	0.5407068987
465	0.5407068987
466	0.5407068987
467	0.5407068987
468	0.5407068987
469	0.5407068987
470	0.5407068987
471	0.5407068987
472	0.5407068987
473	0.5407068987
474	0.5407068987
475	0.5407068987
476	0.5407068987
477	0.5407068987
478	0.5407068987
479	0.5407068987
480	0.5407068987
481	0.5407068987
482	0.5407068987
483	0.5407068987
484	0.5407068987
485	0.5407068987
486	0.5407068987
487	0.5407068987
488	0.5407068987
489	0.5407068987
490	0.5407068987
491	0.5407068987
492	0.5407068987
493	0.5407068987
494	0.5407068987
495	0.5407068987
496	0.5407068987
497	0.5407068987
498	0.5407068987
499	0.5407068987
500	0.5407068987
501	0.5407068987
502	0.5407068987
503	0.5407068987
504	0.5407068987
505	0.5407068987
506	0.5407068987
507	0.5407068987
508	0.5407068987
509	0.5407068987
510	0.5407068987
511	0.5407068987
512	0.5407068987
513	0.5407068987
514	0.5407068987
515	0.5407068987
516	0.5407068987
517	0.5407068987
518	0.5407068987
519	0.5407068987
520	0.5407068987
521	0.5407068987
522	0.5407068987
523	0.5407068987
524	0.5407068987
525	0.5407068987
526	0.5407068987
527	0.5407068987
528	0.5407068987
529	0.5407068987
530	0.5407068987
531	0.5407068987
532	0.5407068987
533	0.5407068987
534	0.5407068987
535	0.5407068987
536	0.5407068987
537	0.5407068987
538	0.5407068987
539	0.5407068987
540	0.5407068987
541	0.5407068987
542	0.5407068987
543	0.5407068987
544	0.5407068987
545	0.5407068987
546	0.5407068987
547	0.5407068987
548	0.5407068987
549	0.5407068987
550	0.5407068987
551	0.5407068987
552	0.5407068987
553	0.5407068987
554	0.5407068987
555	0.5407068987
556	0.5407068987
557	0.5407068987
558	0.5407068987
559	0.5407068987
560	0.5407068987
561	0.5407068987
562	0.5407068987
563	0.5407068987
564	0.5407068987
565	0.5407068987
566	0.5407068987
567	0.5407068987
568	0.5407068987
569	0.5407068987
570	0.5407068987
571	0.5407068987
572	0.5407068987
573	0.5407068987
574	0.5407068987
575	0.5407068987
576	0.5407068987
577	0.5407068987
578	0.5407068987
579	0.5407068987
580	0.5407068987
581	0.5407068987
582	0.5407068987
583	0.5407068987
584	0.5407068987
585	0.5407068987
586	0.5407068987
587	0.5407068987
588	0.5407068987
589	0.5407068987
590	0.5407068987
591	0.5407068987
592	0.5407068987
593	0.5407068987
594	0.5407068987
595	0.5407068987
596	0.5407068987
597	0.5407068987
598	0.5407068987
599	0.5407068987
600	0.5407068987
601	0.5407068987
602	0.5407068987
603	0.5407068987
604	0.5407068987
605	0.5407068987
606	0.5407068987
607	0.5407068987
608	0.5407068987
609	0.5407068987
610	0.5407068987
611	0.5407068987
612	0.5407068987
613	0.5407068987
614	0.5407068987
615	0.5407068987
616	0.5407068987
617	0.5407068987
618	0.5407068987
619	0.5407068987
620	0.5407068987
621	0.5407068987
622	0.5407068987
623	0.5407068987
624	0.5407068987
625	0.5407068987
626	0.5407068987
627	0.5407068987
628	0.5407068987
629	0.5407068987
630	0.5407068987
631	0.5407068987
632	0.5407068987
633	0.5407068987
634	0.5407068987
635	0.5407068987
636	0.5407068987
637	0.5407068987
638	0.5407068987
639	0.5407068987
640	0.5407068987
641	0.5407068987
642	0.5407068987
643	0.5407068987
644	0.5407068987
645	0.5407068987
646	0.5407068987
647	0.5407068987
648	0.5407068987
649	0.5407068987
650	0.5407068987
651	0.5407068987
652	0.5407068987
653	0.5407068987
654	0.5407068987
655	0.5407068987
656	0.5407068987
657	0.5407068987
658	0.5407068987
659	0.5407068987
660	0.5407068987
661	0.5407068987
662	0.5407068987
663	0.5407068987
664	0.5407068987
665	0.5407068987
666	0.5407068987
667	0.5407068987
668	0.5407068987
669	0.5407068987
670	0.5407068987
671	0.5407068987
672	0.5407068987
673	0.5407068987
674	0.5407068987
675	0.5407068987
676	0.5407068987
677	0.5407068987
678	0.5407068987
679	0.5407068987
680	0.5407068987
681	0.5407068987
682	0.5407068987
683	0.5407068987
684	0.5407068987
685	0.5407068987
686	0.5407068987
687	0.5407068987
688	0.5407068987
689	0.5407068987
690	0.5407068987
691	0.5407068987
692	0.5407068987
693	0.5407068987
694	0.5407068987
695	0.5407068987
696	0.5407068987
697	0.5407068987
698	0.5407068987
699	0.5407068987
700	0.5407068987
701	0.5407068987
702	0.5407068987
703	0.5407068987
704	0.5407068987
705	0.5407068987
706	0.5407068987
707	0.5407068987
708	0.5407068987
709	0.5407068987
710	0.5407068987
711	0.5407068987
712	0.5407068987
713	0.5407068987
714	0.5407068987
715	0.5407068987
716	0.5407068987
717	0.5407068987
718	0.5407068987
719	0.5407068987
720	0.5407068987
721	0.5407068987
722	0.5407068987
723	0.5407068987
724	0.5407068987
725	0.5407068987
726	0.5407068987
727	0.5407068987
728	0.5407068987
729	0.5407068987
730	0.5407068987
731	0.5407068987
732	0.5407068987
733	0.5407068987
734	0.5407068987
735	0.5407068987
736	0.5407068987
737	0.5407068987
738	0.5407068987
739	0.5407068987
740	0.5407068987
741	0.5407068987
742	0.5407068987
743	0.5407068987
744	0.5407068987
745	0.5407068987
746	0.5407068987
747	0.5407068987
748	0.5407068987
749	0.5407068987
750	0.5407068987
751	0.5407068987
752	0.5407068987
753	0.5407068987
754	0.5407068987
755	0.5407068987
756	0.5407068987
757	0.5407068987
758	0.5407068987
759	0.5407068987
760	0.5407068987
761	0.5407068987
762	0.5407068987
763	0.5407068987
764	0.5407068987
765	0.5407068987
766	0.5407068987
767	0.5407068987
768	0.5407068987
769	0.5407068987
770	0.5407068987
771	0.5407068987
772	0.5407068987
773	0.5407068987
774	0.5407068987
775	0.5407068987
776	0.5407068987
777	0.5407068987
778	0.5407068987
779	0.5407068987
780	0.5407068987
781	0.5407068987
782	0.5407068987
783	0.5407068987
784	0.5407068987
785	0.5407068987
786	0.5407068987
787	0.5407068987
788	0.5407068987
789	0.5407068987
790	0.5407068987
791	0.5407068987
792	0.5407068987
793	0.5407068987
794	0.5407068987
795	0.5407068987
796	0.5407068987
797	0.5407068987
798	0.5407068987
799	0.5407068987
800	0.5407068987
801	0.5407068987
802	0.5407068987
803	0.5407068987
804	0.5407068987
805	0.5407068987
806	0.5407068987
807	0.5407068987
808	0.5407068987
809	0.5407068987
810	0.5407068987
811	0.5407068987
812	0.5407068987
813	0.5407068987
814	0.5407068987
815	0.5407068987
816	0.5407068987
817	0.5407068987
818	0.5407068987
819	0.5407068987
820	0.5407068987
821	0.5407068987
822	0.5407068987
823	0.5407068987
824	0.5407068987
825	0.5407068987
826	0.5407068987
827	0.5407068987
828	0.5407068987
829	0.5407068987
830	0.5407068987
831	0.5407068987
832	0.5407068987
833	0.5407068987
834	0.5407068987
835	0.5407068987
836	0.5407068987
837	0.5407068987
838	0.5407068987
839	0.5407068987
840	0.5407068987
841	0.5407068987
842	0.5407068987
843	0.5407068987
844	0.5407068987
845	0.5407068987
846	0.5407068987
847	0.5407068987
848	0.5407068987
849	0.5407068987
850	0.5407068987
851	0.5407068987
852	0.5407068987
853	0.5407068987
854	0.5407068987
855	0.5407068987
856	0.5407068987
857	0.5407068987
858	0.5407068987
859	0.5407068987
860	0.5407068987
861	0.5407068987
862	0.5407068987
863	0.5407068987
864	0.5407068987
865	0.5407068987
866	0.5407068987
867	0.5407068987
868	0.5407068987
869	0.5407068987
870	0.5407068987
871	0.5407068987
872	0.5407068987
873	0.5407068987
874	0.5407068987
875	0.5407068987
876	0.5407068987
877	0.5407068987
878	0.5407068987
879	0.5407068987
880	0.5407068987
881	0.5407068987
882	0.5407068987
883	0.5407068987
884	0.5407068987
885	0.5407068987
886	0.5407068987
887	0.5407068987
888	0.5407068987
889	0.5407068987
890	0.5407068987
891	0.5407068987
892	0.5407068987
893	0.5407068987
894	0.5407068987
895	0.5407068987
896	0.5407068987
897	0.5407068987
898	0.5407068987
899	0.5407068987
900	0.5407068987
901	0.5407068987
902	0.5407068987
903	0.5407068987
904	0.5407068987
905	0.5407068987
906	0.5407068987
907	0.5407068987
908	0.5407068987
909	0.5407068987
910	0.5407068987
911	0.5407068987
912	0.5407068987
913	0.5407068987
914	0.5407068987
915	0.5407068987
916	0.5407068987
917	0.5407068987
918	0.5407068987
919	0.5407068987
920	0.5407068987
921	0.5407068987
922	0.5407068987
923	0.5407068987
924	0.5407068987
925	0.5407068987
926	0.5407068987
927	0.5407068987
928	0.5407068987
929	0.5407068987
930	0.5407068987
931	0.5407068987
932	0.5407068987
933	0.5407068987
934	0.5407068987
935	0.5407068987
936	0.5407068987
937	0.5407068987
938	0.5407068987
939	0.5407068987
940	0.5407068987
941	0.5407068987
942	0.5407068987
943	0.5407068987
944	0.5407068987
945	0.5407068987
946	0.5407068987
947	0.5407068987
948	0.5407068987
949	0.5407068987
950	0.5407068987
951	0.5407068987
952	0.5407068987
953	0.5407068987
954	0.5407068987
955	0.5407068987
956	0.5407068987
957	0.5407068987
958	0.5407068987
959	0.5407068987
960	0.5407068987
961	0.5407068987
962	0.5407068987
963	0.5407068987
964	0.5407068987
965	0.5407068987
966	0.5407068987
967	0.5407068987
968	0.5407068987
969	0.5407068987
970	0.5407068987
971	0.5407068987
972	0.5407068987
973	0.5407068987
974	0.5407068987
975	0.5407068987
976	0.5407068987
977	0.5407068987
978	0.5407068987
979	0.5407068987
980	0.5407068987
981	0.5407068987
982	0.5407068987
983	0.5407068987
984	0.5407068987
985	0.5407068987
986	0.5407068987
987	0.5407068987
988	0.5407068987
989	0.5407068987
990	0.5407068987
991	0.5407068987
992	0.5407068987
993	0.5407068987
994	0.5407068987
995	0.5407068987
996	0.5407068987
997	0.5407068987
998	0.5407068987
999	0.5407068987
1000	0.5407068987
1001	0.5407068987
1002	0.5407068987
1003	0.5407068987
1004	0.5407068987
1005	0.5407068987
1006	0.5407068987
1007	0.5407068987
1008	0.5407068987
1009	0.5407068987
1010	0.5407068987
1011	0.5407068987
1012	0.5407068987
1013	0.5407068987
1014	0.5407068987
1015	0.5407068987
1016	0.5407068987
1017	0.5407068987
1018	0.5407068987
1019	0.5407068987
1020	0.5407068987
1021	0.5407068987
1022	0.5407068987
1023	0.5407068987
1024	0.5407068987
1025	0.5407068987
1026	0.5407068987
1027	0.5407068987
1028	0.5407068987
1029	0.5407068987
1030	0.5407068987
1031	0.5407068987
1032	0.5407068987
1033	0.5407068987
1034	0.5407068987
1035	0.5407068987
1036	0.5407068987
1037	0.5407068987
1038	0.5407068987
1039	0.5407068987
1040	0.5407068987
1041	0.5407068987
1042	0.5407068987
1043	0.5407068987
1044	0.5407068987
1045	0.5407068987
1046	0.5407068987
1047	0.5407068987
1048	0.5407068987
1049	0.5407068987
1050	0.5407068987
1051	0.5407068987
1052	0.5407068987
1053	0.5407068987
1054	0.5407068987
1055	0.5407068987
1056	0.5407068987
1057	0.5407068987
1058	0.5407068987
1059	0.5407068987
1060	0.5407068987
1061	0.5407068987
1062	0.5407068987
1063	0.5407068987
1064	0.5407068987
1065	0.5407068987
1066	0.5407068987
1067	0.5407068987
1068	0.5407068987
1069	0.5407068987
1070	0.5407068987
1071	0.5407068987
1072	0.5407068987
1073	0.5407068987
1074	0.5407068987
1075	0.5407068987
1076	0.5407068987
1077	0.5407068987
1078	0.5407068987
1079	0.5407068987
1080	0.5407068987
1081	0.5407068987
1082	0.5407068987
1083	0.5407068987
1084	0.5407068987
1085	0.5407068987
1086	0.5407068987
1087	0.5407068987
1088	0.5407068987
1089	0.5407068987
1090	0.5407068987
1091	0.5407068987
1092	0.5407068987
1093	0.5407068987
1094	0.5407068987
1095	0.5407068987
1096	0.5407068987
1097	0.5407068987
1098	0.5407068987
1099	0.5407068987
1100	0.5407068987
1101	0.5407068987
1102	0.5407068987
1103	0.5407068987
1104	0.5407068987
1105	0.5407068987
1106	0.5407068987
1107	0.5407068987
1108	0.5407068987
1109	0.5407068987
1110	0.5407068987
1111	0.5407068987
1112	0.5407068987
1113	0.5407068987
1114	0.5407068987
1115	0.5407068987
1116	0.5407068987
1117	0.5407068987
1118	0.5407068987
1119	0.5407068987
1120	0.5407068987
1121	0.5407068987
1122	0.5407068987
1123	0.5407068987
1124	0.5407068987
1125	0.5407068987
1126	0.5407068987
1127	0.5407068987
1128	0.5407068987
1129	0.5407068987
1130	0.5407068987
1131	0.5407068987
1132	0.5407068987
1133	0.5407068987
1134	0.5407068987
1135	0.5407068987
1136	0.5407068987
1137	0.5407068987
1138	0.5407068987
1139	0.5407068987
1140	0.5407068987
1141	0.5407068987
1142	0.5407068987
1143	0.5407068987
1144	0.5407068987
1145	0.5407068987
1146	0.5407068987
1147	0.5407068987
1148	0.5407068987
1149	0.5407068987
1150	0.5407068987
1151	0.5407068987
1152	0.5407068987
1153	0.5407068987
1154	0.5407068987
1155	0.5407068987
1156	0.5407068987
1157	0.5407068987
1158	0.5407068987
1159	0.5407068987
1160	0.5407068987
1161	0.5407068987
1162	0.5407068987
1163	0.5407068987
1164	0.5407068987
1165	0.5407068987
1166	0.5407068987
1167	0.5407068987
1168	0.5407068987
1169	0.5407068987
1170	0.5407068987
1171	0.5407068987
1172	0.5407068987
1173	0.5407068987
1174	0.5407068987
1175	0.5407068987
1176	0.5407068987
1177	0.5407068987
1178	0.5407068987
1179	0.5407068987
1180	0.5407068987
1181	0.5407068987
1182	0.5407068987
1183	0.5407068987
1184	0.5407068987
1185	0.5407068987
1186	0.5407068987
1187	0.5407068987
1188	0.5407068987
1189	0.5407068987
1190	0.5407068987
1191	0.5407068987
1192	0.5407068987
1193	0.5407068987
1194	0.5407068987
1195	0.5407068987
1196	0.5407068987
1197	0.5407068987
1198	0.5407068987
1199	0.5407068987
1200	0.5407068987
1201	0.5407068987
1202	0.5407068987
1203	0.5407068987
1204	0.5407068987
1205	0.5407068987
1206	0.5407068987
1207	0.5407068987
1208	0.5407068987
1209	0.5407068987
1210	0.5407068987
1211	0.5407068987
1212	0.5407068987
1213	0.5407068987
1214	0.5407068987
1215	0.5407068987
1216	0.5407068987
1217	0.5407068987
1218	0.5407068987
1219	0.5407068987
1220	0.5407068987
1221	0.5407068987
1222	0.5407068987
1223	0.5407068987
1224	0.5407068987
1225	0.5407068987
1226	0.5407068987
1227	0.5407068987
1228	0.5407068987
1229	0.5407068987
1230	0.5407068987
1231	0.5407068987
1232	0.5407068987
1233	0.5407068987
1234	0.5407068987
1235	0.5407068987
1236	0.5407068987
1237	0.5407068987
1238	0.5407068987
1239	0.5407068987
1240	0.5407068987
1241	0.5407068987
1242	0.5407068987
1243	0.5407068987
1244	0.5407068987
1245	0.5407068987
1246	0.5407068987
1247	0.5407068987
1248	0.5407068987
1249	0.5407068987
1250	0.5407068987
1251	0.5407068987
1252	0.5407068987
1253	0.5407068987
1254	0.5407068987
1255	0.5407068987
1256	0.5407068987
1257	0.5407068987
1258	0.5407068987
1259	0.5407068987
1260	0.5407068987
1261	0.5407068987
1262	0.5407068987
1263	0.5407068987
1264	0.5407068987
1265	0.5407068987
1266	0.5407068987
1267	0.5407068987
1268	0.5407068987
1269	0.5407068987
1270	0.5407068987
1271	0.5407068987
1272	0.5407068987
1273	0.5407068987
1274	0.5407068987
1275	0.5407068987
1276	0.5407068987
1277	0.5407068987
1278	0.5407068987
1279	0.5407068987
1280	0.5407068987
1281	0.5407068987
1282	0.5407068987
1283	0.5407068987
1284	0.5407068987
1285	0.5407068987
1286	0.5407068987
1287	0.5407068987
1288	0.5407068987
1289	0.5407068987
1290	0.5407068987
1291	0.5407068987
1292	0.5407068987
1293	0.5407068987
1294	0.5407068987
1295	0.5407068987
1296	0.5407068987
1297	0.5407068987
1298	0.5407068987
1299	0.5407068987
1300	0.5407068987
1301	0.5407068987
1302	0.5407068987
1303	0.5407068987
1304	0.5407068987
1305	0.5407068987
1306	0.5407068987
1307	0.5407068987
1308	0.5407068987
1309	0.5407068987
1310	0.5407068987
1311	0.5407068987
1312	0.5407068987
1313	0.5407068987
1314	0.5407068987
1315	0.5407068987
1316	0.5407068987
1317	0.5407068987
1318	0.5407068987
1319	0.5407068987
1320	0.5407068987
1321	0.5407068987
1322	0.5407068987
1323	0.5407068987
1324	0.5407068987
1325	0.5407068987
1326	0.5407068987
1327	0.5407068987
1328	0.5407068987
1329	0.5407068987
1330	0.5407068987
1331	0.5407068987
1332	0.5407068987
1333	0.5407068987
1334	0.5407068987
1335	0.5407068987
1336	0.5407068987
1337	0.5407068987
1338	0.5407068987
1339	0.5407068987
1340	0.5407068987
1341	0.5407068987
1342	0.5407068987
1343	0.5407068987
1344	0.5407068987
1345	0.5407068987
1346	0.5407068987
1347	0.5407068987
1348	0.5407068987
1349	0.5407068987
1350	0.5407068987
1351	0.5407068987
1352	0.5407068987
1353	0.5407068987
1354	0.5407068987
1355	0.5407068987
1356	0.5407068987
1357	0.5407068987
1358	0.5407068987
1359	0.5407068987
1360	0.5407068987
1361	0.5407068987
1362	0.5407068987
1363	0.5407068987
1364	0.5407068987
1365	0.5407068987
1366	0.5407068987
1367	0.5407068987
1368	0.5407068987
1369	0.5407068987
1370	0.5407068987
1371	0.5407068987
1372	0.5407068987
1373	0.5407068987
1374	0.5407068987
1375	0.5407068987
1376	0.5407068987
1377	0.5407068987
1378	0.5407068987
1379	0.5407068987
1380	0.5407068987
1381	0.5407068987
1382	0.5407068987
1383	0.5407068987
1384	0.5407068987
1385	0.5407068987
1386	0.5407068987
1387	0.5407068987
1388	0.5407068987
1389	0.5407068987
1390	0.5407068987
1391	0.5407068987
1392	0.5407068987
1393	0.5407068987
1394	0.5407068987
1395	0.5407068987
1396	0.5407068987
1397	0.5407068987
1398	0.5407068987
1399	0.5407068987
1400	0.5407068987
1401	0.5407068987
1402	0.5407068987
1403	0.5407068987
1404	0.5407068987
1405	0.5407068987
1406	0.5407068987
1407	0.5407068987
1408	0.5407068987
1409	0.5407068987
1410	0.5407068987
1411	0.5407068987
1412	0.5407068987
1413	0.5407068987
1414	0.5407068987
1415	0.5407068987
1416	0.5407068987
1417	0.5407068987
1418	0.5407068987
1419	0.5407068987
1420	0.5407068987
1421	0.5407068987
1422	0.5407068987
1423	0.5407068987
1424	0.5407068987
1425	0.5407068987
1426	0.5407068987
1427	0.5407068987
1428	0.5407068987
1429	0.5407068987
1430	0.5407068987
1431	0.5407068987
1432	0.5407068987
1433	0.5407068987
1434	0.5407068987
1435	0.5407068987
1436	0.5407068987
1437	0.5407068987
1438	0.5407068987
1439	0.5407068987
1440	0.5407068987
1441	0.5407068987
1442	0.5407068987
1443	0.5407068987
1444	0.5407068987
1445	0.5407068987
1446	0.5407068987
1447	0.5407068987
1448	0.5407068987
1449	0.5407068987
1450	0.5407068987
1451	0.5407068987
1452	0.5407068987
1453	0.5407068987
1454	0.5407068987
1455	0.5407068987
1456	0.5407068987
1457	0.5407068987
1458	0.5407068987
1459	0.5407068987
1460	0.5407068987
1461	0.5407068987
1462	0.5407068987
1463	0.5407068987
1464	0.5407068987
1465	0.5407068987
1466	0.5407068987
1467	0.5407068987
1468	0.5407068987
1469	0.5407068987
1470	0.5407068987
1471	0.5407068987
1472	0.5407068987
1473	0.5407068987
1474	0.5407068987
1475	0.5407068987
1476	0.5407068987
1477	0.5407068987
1478	0.5407068987
1479	0.5407068987
1480	0.5407068987
1481	0.5407068987
1482	0.5407068987
1483	0.5407068987
1484	0.5407068987
1485	0.5407068987
1486	0.5407068987
1487	0.5407068987
1488	0.5407068987
1489	0.5407068987
1490	0.5407068987
1491	0.5407068987
1492	0.5407068987
1493	0.5407068987
1494	0.5407068987
1495	0.5407068987
1496	0.5407068987
1497	0.5407068987
